"","Serial","Time","Username","Observer","Tree.ID","Date","Julian","Season","Species","Latitude","Longitude","Urbanization","Habitat","Shading","Circumference","LeafColor","LeafDropping","Fruit","LeafBud","LeafUnfurled","Flowering","Damage","Comments","UniqueID","LongLat"
"59",59,"10/21/2013 - 8:27am",NA,NA,NA,2013-10-21,294,"Fall",NA,NA,NA,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,NA,"Jake is so cool!!!!!!","NA_NA__NA_NA_NA_Yes_Home lawn_Open (more than 5hr per day of direct sun)_NA",NA
"60",60,"10/21/2013 - 8:36pm",NA,NA,NA,2013-10-21,294,"Fall",NA,NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"Nothing new.","Jake is so cool!!!!!!","NA_NA__NA_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
"61",61,"10/22/2013 - 9:02am",NA,NA,NA,2013-10-22,295,"Fall",NA,NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"some lichen on bark. small hole near base of trunk with bark missing.","Jake is so cool!!!!!!","NA_NA__NA_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
"62",62,"10/22/2013 - 7:10pm",NA,NA,NA,2013-10-22,295,"Fall",NA,NA,NA,"Yes","Home lawn","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,NA,"Jake is so cool!!!!!!","NA_NA__NA_NA_NA_Yes_Home lawn_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"63",63,"10/23/2013 - 10:10am",NA,NA,NA,2013-10-23,296,"Fall",NA,NA,NA,"Yes","Home lawn","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"No visible damages","Jake is so cool!!!!!!","NA_NA__NA_NA_NA_Yes_Home lawn_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"64",64,"10/24/2013 - 11:00am",NA,NA,NA,2013-10-24,297,"Fall",NA,NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"no apparent damage","Jake is so cool!!!!!!","NA_NA__NA_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"65",65,"12/02/2013 - 9:58am",NA,NA,NA,2013-12-02,336,"Fall",NA,NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"None.","Jake is so cool!!!!!!","NA_NA__NA_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"66",66,"10/10/2014 - 12:59pm",NA,NA,NA,2014-10-10,283,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"few damage lost branches","Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"67",67,"09/03/2014 - 11:54am",NA,NA,NA,2014-09-03,246,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"none","Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"68",68,"09/03/2014 - 11:55am",NA,NA,NA,2014-09-03,246,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,NA,"Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"69",69,"09/03/2014 - 11:57am",NA,NA,NA,2014-09-03,246,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"For the most part, the tree is very healthy! However, there is a slight decrease in foliage at the very top. And it's turning slightly yellow at the top.","Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"70",70,"09/03/2014 - 11:59am",NA,NA,NA,2014-09-03,246,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,NA,"Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"71",71,"09/03/2014 - 11:59am",NA,NA,NA,2014-09-03,246,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,NA,"Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"72",72,"09/03/2014 - 12:00pm",NA,NA,NA,2014-09-03,246,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"No","Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"73",73,"09/03/2014 - 12:15pm",NA,NA,NA,2014-09-03,246,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"Some leaves at the top are falling/turning, a few small branches are bare","Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"74",74,"09/03/2014 - 11:52am",NA,NA,NA,2014-09-03,246,"Fall","Sugar Maple",NA,NA,"Yes","School garden","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,NA,"Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_School garden_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"75",75,"09/03/2014 - 11:53am",NA,NA,NA,2014-09-03,246,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"None","Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"76",76,"09/03/2014 - 11:53am",NA,NA,NA,2014-09-03,246,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"None","Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"77",77,"09/03/2014 - 11:54am",NA,NA,NA,2014-09-03,246,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"None!","Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"78",78,"09/03/2014 - 11:54am",NA,NA,NA,2014-09-03,246,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"Not too much damage done to the tree - looks fairly healthy","Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_NA",NA
"79",79,"10/23/2014 - 2:30pm",NA,NA,NA,2014-10-23,296,"Fall","Norway Maple",NA,NA,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"One major limb broken in windstorm.","Jake is so cool!!!!!!","NA_NA__Norway Maple_NA_NA_Yes_Home lawn_Open (more than 5hr per day of direct sun)_NA",NA
"80",80,"09/11/2014 - 11:49am",NA,NA,NA,2014-09-11,254,"Fall","Sugar Maple",NA,NA,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,NA,"Jake is so cool!!!!!!","NA_NA__Sugar Maple_NA_NA_Yes_Home lawn_Open (more than 5hr per day of direct sun)_NA",NA
"81",81,"09/11/2014 - 10:25am",NA,NA,NA,2014-09-11,254,"Fall","Silver Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,NA,"Jake is so cool!!!!!!","NA_NA__Silver Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"82",82,"09/11/2014 - 2:25pm",NA,NA,NA,2014-09-11,254,"Fall","Silver Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"Cracks at base of tree.","Jake is so cool!!!!!!","NA_NA__Silver Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"83",83,"09/15/2014 - 10:00am",NA,NA,NA,2014-09-15,258,"Fall","Silver Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,NA,"Jake is so cool!!!!!!","NA_NA__Silver Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"84",84,"09/15/2014 - 10:00am",NA,NA,NA,2014-09-15,258,"Fall","Silver Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,NA,"Jake is so cool!!!!!!","NA_NA__Silver Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"85",85,"09/15/2014 - 10:39am",NA,NA,NA,2014-09-15,258,"Fall","Silver Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"No DAMAGE","Jake is so cool!!!!!!","NA_NA__Silver Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"86",86,"09/15/2014 - 9:59am",NA,NA,NA,2014-09-15,258,"Fall","Silver Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"None.","Jake is so cool!!!!!!","NA_NA__Silver Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA",NA
"87",87,"09/11/2014 - 10:24am",NA,NA,NA,2014-09-11,254,"Fall","Red Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,"Middle: Many leaves have turned color","Middle:  Many leaves have dropped","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"None","Jake is so cool!","NA_NA__Red Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
"88",88,"09/11/2014 - 10:29am",NA,NA,NA,2014-09-11,254,"Fall","Red Maple",NA,NA,"No","School paved area","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)",NA,NA,NA,"NONE",NA,"NA_NA__Red Maple_NA_NA_No_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
"89",89,"09/15/2014 - 10:00am",NA,NA,NA,2014-09-15,258,"Fall","Red Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,"Middle: Many leaves have turned color","Middle:  Many leaves have dropped","Middle:  Many fruits are ripe",NA,NA,NA,"We observed black seeds on the leaves.",NA,"NA_NA__Red Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
"90",90,"09/15/2014 - 10:39am",NA,NA,NA,2014-09-15,258,"Fall","Red Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"deep scrapes","very little

","NA_NA__Red Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
"91",91,"09/15/2014 - 10:39am",NA,NA,NA,2014-09-15,258,"Fall","Red Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"crack on side insect damage",NA,"NA_NA__Red Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
"92",92,"09/15/2014 - 10:39am",NA,NA,NA,2014-09-15,258,"Fall","Red Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","Early:  Only a few ripe fruits are visible (less than 10%)",NA,NA,NA,"Our tree has cracks.","Jake is so cool!!","NA_NA__Red Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
"93",93,"09/11/2014 - 10:24am",NA,NA,NA,2014-09-11,254,"Fall","Silver Maple",NA,NA,"No","School paved area","Open (more than 5hr per day of direct sun)",NA,"Middle: Many leaves have turned color","Middle:  Many leaves have dropped","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)",NA,NA,NA,"A gap on one side of the tree.",NA,"NA_NA__Silver Maple_NA_NA_No_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
"94",94,"09/11/2014 - 10:24am",NA,NA,NA,2014-09-11,254,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,"Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year",NA,NA,NA,"None",NA,"NA_NA__Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
"95",95,"09/11/2014 - 10:26am",NA,NA,NA,2014-09-11,254,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,"Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)",NA,NA,NA,"crack",NA,"NA_NA__Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
"96",96,"09/11/2014 - 10:36am",NA,NA,NA,2014-09-11,254,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,"Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)",NA,NA,NA,"none that are visible",NA,"NA_NA__Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
"97",97,"09/11/2014 - 10:39am",NA,NA,NA,2014-09-11,254,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,"Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year",NA,NA,NA,"None",NA,"NA_NA__Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA",NA
