,Serial,Time,Username,Observer,Tree ID,Date,Julian,Season,Species,Latitude,Longitude,Urbanization,Habitat,Shading,Circumference,LeafColor,LeafDropping,Fruit,LeafBud,LeafUnfurled,Flowering,Damage,Comments,UniqueID,TreeCode,Obs
723,723,10/02/2015 - 10:55am,NA,NA,13,10/2/15,275,Fall,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),22,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,Broken limbs,NA,"NA_13_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_22",11,
994,994,11/06/2015 - 10:56am,NA,NA,13,11/6/15,310,Fall,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),22,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,Broken Limbs,NA,"NA_13_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_22",11,
1419,1419,11/01/2016 - 9:24am,NA,NA,13,11/1/16,306,Fall,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),37,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),Middle:  Many fruits are ripe,NA,NA,NA,"Moss, broken branches",Healthy looking young to middle-aged tree with ripening seeds.,"NA_13_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_37",11,
1810,1810,04/15/2016 - 10:51am,Canton13bbrb,NA,13,4/16/16,107,Spring,Sugar Maple,44.611452,75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,NA,NA,NA,no,no,no,Canton13bbrb,"broken/missing limbs, dead top","NA_13_Sugar Maple_44.611452_75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22",11,
1877,1877,04/21/2016 - 10:52am,canton13bbrb,NA,13,4/21/16,112,Spring,Sugar Maple,44.611452,75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,NA,NA,NA,no,no,no,canton13bbrb,"broken limbs, dead top","NA_13_Sugar Maple_44.611452_75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22",11,
1957,1957,05/05/2016 - 10:46am,canton13bbrb,NA,13,5/5/16,126,Spring,Sugar Maple,44.611452,75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,NA,NA,NA,yes,no,no,canton13bbrb,"broken limbs, dead top","NA_13_Sugar Maple_44.611452_75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22",11,
2072,2072,05/23/2016 - 10:47am,canton13bbrb,NA,13,5/23/16,144,Spring,Sugar Maple,44.611452,75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,NA,NA,NA,yes,yes,no,canton13bbrb,broken limbs,"NA_13_Sugar Maple_44.611452_75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22",11,
1235,1235,10/05/2016 - 10:29am,NA,NA,13,10/5/16,279,Fall,Sugar Maple,44.824019,-74.516411,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,missing littie branches,NA,"NA_13_Sugar Maple_44.824019_-74.516411_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22",11,
1448,1448,12/14/2016 - 10:39am,NA,NA,13,12/14/16,349,Fall,Sugar Maple,44.824019,NA,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),22,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,missing little branches,NA,"NA_13_Sugar Maple_44.824019_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_22",11,
1883,1883,04/21/2016 - 10:55am,Canton14CBHKB,NA,14,4/21/16,112,Spring,Sugar Maple,44.611452,-75.16935,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),54,NA,NA,NA,no,no,no,Canton14CBHKB,Broken branches,"NA_14_Sugar Maple_44.611452_-75.16935_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_54",12,
1813,1813,04/15/2016 - 10:51am,Canton14CBHKB,NA,14,4/15/16,106,Spring,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),32,NA,NA,NA,no,no,no,Canton14CBHKB,Yes,"NA_14_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_32",12,
2023,2023,05/13/2016 - 10:51am,Canton14CBHKB,NA,14,5/13/16,134,Spring,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),32,NA,NA,NA,yes,yes,Flowers are visible,Canton14CBHKB,NA,"NA_14_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_32",12,
2073,2073,05/23/2016 - 10:47am,Canton14CBHKB,NA,14,5/23/16,144,Spring,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),32,NA,NA,NA,yes,yes,Flowers are visible and producing pollen (shake the flower to see if it releases pollen grains),Canton14CBHKB,NA,"NA_14_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_32",12,
696,696,10/02/2015 - 10:58am,NA,NA,14,10/2/15,275,Fall,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),54,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,Broken limbs,nothing,"NA_14_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_54",12,
776,776,10/08/2015 - 10:54am,NA,NA,14,10/8/15,281,Fall,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),54,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,Broken Alimbs,NA,"NA_14_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_54",12,
777,777,10/08/2015 - 10:54am,NA,NA,14,10/8/15,281,Fall,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),54,Late:  Most or all leaves have turned color (more than 90%),Late:  Most or all leaves have fallen (over 90%),None:  Tree is not fruiting this year,NA,NA,NA,Broken Alimbs,NA,"NA_14_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_54",12,
924,924,10/28/2015 - 10:56am,NA,NA,14,10/28/15,301,Fall,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),54,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,broken limbs,NA,"NA_14_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_54",12,
1968,1968,05/05/2016 - 10:51am,CBH KB,NA,14,5/5/16,126,Spring,Sugar Maple,44.611452,-75.169535,No,Other,Partially Shaded (2-5hr per day of direct sun),24,NA,NA,NA,no,no,no,CBH KB,not really,NA_14_Sugar Maple_44.611452_-75.169535_No_Other_Partially Shaded (2-5hr per day of direct sun)_24,12,
1143,1143,09/26/2016 - 9:29am,NA,NA,14,9/26/16,270,Fall,Sugar Maple,44.611452,-75.169535,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),59,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,We do not notice any damage to the tree.,NA,"NA_14_Sugar Maple_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_59",12,
1887,1887,04/21/2016 - 10:56am,kc bf,NA,15,4/21/16,112,Spring,Sugar Maple,44.594168,-75.149756,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),43,NA,NA,NA,no,no,no,kc bf,yes,"NA_15_Sugar Maple_44.594168_-75.149756_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_43",13,
1422,1422,11/01/2016 - 9:24am,NA,NA,15,11/1/16,306,Fall,Sugar Maple,44.61,-75.16,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),23,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,I have no previous knowledge about the tree. I suspect that it may have been planted a few years ago when Johnson Hall of Science was finished being built. It doesn't appear to have been tapped for sugar recently.,"NA_15_Sugar Maple_44.61_-75.16_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_23",13,
1966,1966,05/05/2016 - 10:50am,kc bf,NA,15,5/5/16,126,Spring,Sugar Maple,44.611452,-45.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),50,NA,NA,NA,no,no,no,kc bf,NA,"NA_15_Sugar Maple_44.611452_-45.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_50",13,
1818,1818,04/15/2016 - 10:54am,canton kc bf,NA,15,4/15/16,106,Spring,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),50,NA,NA,NA,no,no,no,canton kc bf,yes,"NA_15_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_50",13,
2028,2028,05/13/2016 - 10:55am,bf kc,NA,15,5/13/16,134,Spring,Sugar Maple,44.611452,-75.169535,No,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Shaded (less than 2hr per day of direct sun),50,NA,NA,NA,yes,yes,no,bf kc,yes i look a ;little weird it was bubbleing,"NA_15_Sugar Maple_44.611452_-75.169535_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Shaded (less than 2hr per day of direct sun)_50",13,
977,977,11/06/2015 - 11:00am,NA,NA,15,11/6/15,310,Fall,Sugar Maple,44.611452,-75.169535,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),42,Middle: Many leaves have turned color,Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_15_Sugar Maple_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_42",13,
2069,2069,05/23/2016 - 10:46am,kc bf,NA,15,5/23/16,144,Spring,Sugar Maple,44.611452,-75.169535,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Open (more than 5hr per day of direct sun),45,NA,NA,NA,yes,yes,no,kc bf,yes,"NA_15_Sugar Maple_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_45",13,
925,925,10/28/2015 - 10:58am,NA,NA,15,10/28/15,301,Fall,Sugar Maple,44.611452,-75.169535,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),42,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_15_Sugar Maple_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_42",13,
926,926,10/28/2015 - 10:58am,NA,NA,15,10/28/15,301,Fall,Sugar Maple,44.611452,-75.169535,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),42,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,no,"NA_15_Sugar Maple_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_42",13,
697,697,10/02/2015 - 10:57am,NA,NA,15,10/2/15,275,Fall,Sugar Maple,44.611452,-75.169535,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),43,Middle: Many leaves have turned color,Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_15_Sugar Maple_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_43",13,
778,778,10/08/2015 - 10:52am,NA,NA,15,10/8/15,281,Fall,Sugar Maple,44.611452,-75.169535,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),43,Late:  Most or all leaves have turned color (more than 90%),Middle:  Many leaves have dropped,None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_15_Sugar Maple_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_43",13,
838,838,10/19/2015 - 10:48am,NA,NA,15,10/19/15,292,Fall,Sugar Maple,44.611452,-75.169535,Yes,"Natural Setting (non-developed park, refuge, nature center, open space, forest)",Partially Shaded (2-5hr per day of direct sun),43,Early:  Only a few leaves have turned color (less than 10%),Early:  Only a few leaves have dropped (less than 10%),None:  Tree is not fruiting this year,NA,NA,NA,NA,NA,"NA_15_Sugar Maple_44.611452_-75.169535_Yes_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_43",13,
