"","Serial","Time","Username","Observer","Tree ID","Date","Date_1","Julian","Season","Species","Latitude","Longitude","Urbanization","Habitat","Shading","Circumference","Flowering","Damage","Comments","UniqueID"
"83",83,"09/15/2014 - 10:00am",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Silver Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,NA,"Jake is so cool!!!!!!","NA_Silver Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"84",84,"09/15/2014 - 10:00am",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Silver Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,NA,"Jake is so cool!!!!!!","NA_Silver Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"85",85,"09/15/2014 - 10:39am",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Silver Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"No DAMAGE","Jake is so cool!!!!!!","NA_Silver Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"86",86,"09/15/2014 - 9:59am",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Silver Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"None.","Jake is so cool!!!!!!","NA_Silver Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"87",87,"09/11/2014 - 10:24am",NA,NA,NA,2014-09-11,"9/11/14",254,"Fall","Red Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"None","Jake is so cool!","NA_Red Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"88",88,"09/11/2014 - 10:29am",NA,NA,NA,2014-09-11,"9/11/14",254,"Fall","Red Maple",NA,NA,"No","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"NONE",NA,"NA_Red Maple_NA_NA_No_School paved area_Open (more than 5hr per day of direct sun)_NA"
"89",89,"09/15/2014 - 10:00am",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Red Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"We observed black seeds on the leaves.",NA,"NA_Red Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"90",90,"09/15/2014 - 10:39am",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Red Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"deep scrapes","very little

","NA_Red Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"91",91,"09/15/2014 - 10:39am",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Red Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"crack on side insect damage",NA,"NA_Red Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"92",92,"09/15/2014 - 10:39am",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Red Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"Our tree has cracks.","Jake is so cool!!","NA_Red Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"93",93,"09/11/2014 - 10:24am",NA,NA,NA,2014-09-11,"9/11/14",254,"Fall","Silver Maple",NA,NA,"No","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"A gap on one side of the tree.",NA,"NA_Silver Maple_NA_NA_No_School paved area_Open (more than 5hr per day of direct sun)_NA"
"94",94,"09/11/2014 - 10:24am",NA,NA,NA,2014-09-11,"9/11/14",254,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"None",NA,"NA_Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"95",95,"09/11/2014 - 10:26am",NA,NA,NA,2014-09-11,"9/11/14",254,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"crack",NA,"NA_Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"96",96,"09/11/2014 - 10:36am",NA,NA,NA,2014-09-11,"9/11/14",254,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"none that are visible",NA,"NA_Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"97",97,"09/11/2014 - 10:39am",NA,NA,NA,2014-09-11,"9/11/14",254,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"None",NA,"NA_Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"98",98,"09/15/2014 - 10:40am",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"Some split bark.",NA,"NA_Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"99",99,"09/15/2014 - 10:40am",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"Some split bark.","Nature is AWESOME!!!<3","NA_Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"100",100,"09/15/2014 - 10:40am",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"Some split bark.",NA,"NA_Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"101",101,"09/11/2014 - 10:25am",NA,NA,NA,2014-09-11,"9/11/14",254,"Fall","Red Maple",NA,NA,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",NA,NA,"cracks in bark under limbs",NA,"NA_Red Maple_NA_NA_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_NA"
"102",102,"09/11/2014 - 10:25am",NA,NA,NA,2014-09-11,"9/11/14",254,"Fall","Red Maple",NA,NA,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",NA,NA,"Cracks in the bark.",NA,"NA_Red Maple_NA_NA_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_NA"
"103",103,"09/11/2014 - 10:25am",NA,NA,NA,2014-09-11,"9/11/14",254,"Fall","Red Maple",NA,NA,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,NA,"NA_Red Maple_NA_NA_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_NA"
"104",104,"09/15/2014 - 10:39am",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Red Maple",NA,NA,"No","School lawn","Partially Shaded (2-5hr per day of direct sun)",NA,NA,"None","we named our tree bob","NA_Red Maple_NA_NA_No_School lawn_Partially Shaded (2-5hr per day of direct sun)_NA"
"105",105,"09/11/2014 - 10:24am",NA,NA,NA,2014-09-11,"9/11/14",254,"Fall","Silver Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,NA,"Septic Sam is its name, Norway maple, dark red leaves

","NA_Silver Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"106",106,"09/19/2014 - 2:21pm",NA,NA,NA,2014-09-19,"9/19/14",262,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"none","Tree name Eran.","NA_Sugar Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"107",107,"09/15/2014 - 1:58pm",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"Cacoon",NA,"NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"108",108,"09/15/2014 - 2:08pm",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,NA,NA,"NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"109",109,"09/24/2014 - 2:29pm",NA,NA,NA,2014-09-24,"9/24/14",267,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,NA,NA,"NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"110",110,"09/15/2014 - 2:02pm",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Red Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"none",NA,"NA_Red Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"111",111,"01/28/2014 - 3:43pm",NA,NA,NA,2014-01-28,"1/28/14",28,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,NA,NA,"NA_Sugar Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"112",112,"03/10/2014 - 2:49pm",NA,NA,NA,2014-03-10,"3/10/14",69,"Fall","Sugar Maple",NA,NA,"Yes","Home lawn","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,"There are 365 days in a year, and I spend 364 days eating and watching youtube.","NA_Sugar Maple_NA_NA_Yes_Home lawn_Partially Shaded (2-5hr per day of direct sun)_NA"
"113",113,"09/15/2014 - 2:03pm",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,NA,"NA_Sugar Maple_NA_NA_Yes_School lawn_Partially Shaded (2-5hr per day of direct sun)_NA"
"114",114,"09/16/2014 - 8:07am",NA,NA,NA,2014-09-16,"9/16/14",259,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"Cut Limbs, Blueish greenish squishy stuff",NA,"NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"115",115,"09/16/2014 - 8:09am",NA,NA,NA,2014-09-16,"9/16/14",259,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"Missing a few limbs",NA,"NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"116",116,"09/16/2014 - 8:10am",NA,NA,NA,2014-09-16,"9/16/14",259,"Fall","Red Maple",NA,NA,"Yes","School paved area","Open (more than 5hr per day of direct sun)",NA,NA,"the leaves have a deises",NA,"NA_Red Maple_NA_NA_Yes_School paved area_Open (more than 5hr per day of direct sun)_NA"
"117",117,"09/15/2014 - 3:40pm",NA,NA,NA,2014-09-15,"9/15/14",258,"Fall","Sugar Maple",NA,NA,"Yes","Home lawn","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,NA,"NA_Sugar Maple_NA_NA_Yes_Home lawn_Partially Shaded (2-5hr per day of direct sun)_NA"
"118",118,"10/23/2014 - 2:32pm",NA,NA,NA,2014-10-23,"10/23/14",296,"Fall","Norway Maple",NA,NA,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",NA,NA,NA,"Babe Ruth (Brandon and Zackery comments)","NA_Norway Maple_NA_NA_Yes_Home lawn_Open (more than 5hr per day of direct sun)_NA"
"119",119,"09/18/2014 - 11:27am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",NA,NA,"1 broken branch",NA,"NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_NA"
"120",120,"09/18/2014 - 11:28am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Open (more than 5hr per day of direct sun)",NA,NA,"1 broken branch","gets really good shade nice ad cool","NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Open (more than 5hr per day of direct sun)_NA"
"121",121,"09/19/2014 - 2:17pm",NA,NA,NA,2014-09-19,"9/19/14",262,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"No diseases or damages on my tree.","big tree

","NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"122",122,"09/19/2014 - 2:17pm",NA,NA,NA,2014-09-19,"9/19/14",262,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"insect damage",NA,"NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"123",123,"09/19/2014 - 2:19pm",NA,NA,NA,2014-09-19,"9/19/14",262,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"Fungi, Other tree growing on it.",NA,"NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"124",124,"09/19/2014 - 2:19pm",NA,NA,NA,2014-09-19,"9/19/14",262,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,NA,NA,"NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"125",125,"09/19/2014 - 2:20pm",NA,NA,NA,2014-09-19,"9/19/14",262,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"Black spots on leaves",NA,"NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"126",126,"09/19/2014 - 2:20pm",NA,NA,NA,2014-09-19,"9/19/14",262,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"Black spots on leaves",NA,"NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"127",127,"09/19/2014 - 2:20pm",NA,NA,NA,2014-09-19,"9/19/14",262,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"rot  broken limb",NA,"NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"128",128,"09/19/2014 - 2:25pm",NA,NA,NA,2014-09-19,"9/19/14",262,"Fall","Norway Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"had dead limbs",NA,"NA_Norway Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"129",129,"09/19/2014 - 2:29pm",NA,NA,NA,2014-09-19,"9/19/14",262,"Fall","Red Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"brown spots on leaves",NA,"NA_Red Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"130",130,"09/19/2014 - 2:24pm",NA,NA,NA,2014-09-19,"9/19/14",262,"Fall","Silver Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,NA,"nope","NA_Silver Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"131",131,"09/19/2014 - 2:22pm",NA,NA,NA,2014-09-19,"9/19/14",262,"Fall","Sugar Maple",NA,NA,"Yes","School lawn","Open (more than 5hr per day of direct sun)",NA,NA,"black spots on leaves",NA,"NA_Sugar Maple_NA_NA_Yes_School lawn_Open (more than 5hr per day of direct sun)_NA"
"132",132,"09/18/2014 - 8:35am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","City or Community Park (developed)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,"None",NA,"NA_Sugar Maple_NA_NA_No_City or Community Park (developed)_Partially Shaded (2-5hr per day of direct sun)_NA"
"133",133,"09/18/2014 - 11:40am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Red Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,"There were many ants on the tree.","NA_Red Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"134",134,"09/18/2014 - 11:26am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,NA,"NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"135",135,"09/18/2014 - 11:27am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,"NONE","NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"136",136,"09/18/2014 - 11:27am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,"Pretty Healthy

Unsure of the black seeds

Cracks in our tree","NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"137",137,"09/18/2014 - 11:27am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,"Tallest tree in the area,Very healthy, And a memorial tree","NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"138",138,"09/18/2014 - 11:27am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,NA,"NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"139",139,"09/18/2014 - 11:28am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,"broken limbs",NA,"NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"140",140,"09/18/2014 - 11:32am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,"none",NA,"NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"141",141,"09/18/2014 - 11:33am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,"no comment","NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"142",142,"09/18/2014 - 11:36am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,NA,"NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"143",143,"09/18/2014 - 11:40am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,NA,"NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"144",144,"09/18/2014 - 8:25am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,"dead branches and missing limbs",NA,"NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"145",145,"09/18/2014 - 8:27am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,"none",NA,"NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"146",146,"09/18/2014 - 8:30am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,NA,NA,"NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
"147",147,"09/18/2014 - 8:33am",NA,NA,NA,2014-09-18,"9/18/14",261,"Fall","Sugar Maple",NA,NA,"No","Natural Setting (non-developed park, refuge, nature center, open space, forest)","Partially Shaded (2-5hr per day of direct sun)",NA,NA,"broken and missing limbs",NA,"NA_Sugar Maple_NA_NA_No_Natural Setting (non-developed park, refuge, nature center, open space, forest)_Partially Shaded (2-5hr per day of direct sun)_NA"
